0.5	1.55	1.50e-2
0.6	1.56	1.40e-2
0.7	1.56	1.25e-2
0.8	1.56	1.11e-2
0.9	1.56	9.86e-3
1.0	1.56	8.88e-3
2.0	1.55	4.92e-3
3.0	1.53	5.12e-3
4.0	1.50	7.44e-3
5.0	1.46	1.14e-2
6.0	1.41	1.83e-2
7.0	1.33	3.05e-2
8.0	1.23	5.23e-2
9.0	1.09	9.44e-2
10.0	0.880	1.95e-1
10.1	0.852	2.13e-1
10.2	0.823	2.34e-1
10.3	0.793	2.57e-1
10.4	0.763	2.85e-1
10.5	0.731	3.16e-1
10.6	0.700	3.53e-1
10.7	0.670	3.95e-1
10.8	0.643	4.43e-1
10.9	0.619	4.97e-1
11.0	0.601	5.56e-1
11.1	0.590	6.20e-1
11.2	0.586	6.86e-1
11.3	0.591	7.56e-1
11.4	0.607	8.25e-1
11.5	0.633	8.94e-1
11.6	0.672	9.58e-1
11.7	0.723	1.01
11.8	0.785	1.05
11.9	0.849	1.07
12.0	0.905	1.07
12.1	0.942	1.05
12.2	0.957	1.04
12.3	0.955	1.03
12.4	0.948	1.04
12.5	0.945	1.07
12.6	0.953	1.11
12.7	0.977	1.14
12.8	1.02	1.18
12.9	1.06	1.19
13.0	1.11	1.19
13.1	1.14	1.17
13.2	1.15	1.15
13.3	1.15	1.14
13.4	1.14	1.14
13.5	1.13	1.15
13.6	1.13	1.17
13.7	1.13	1.19
13.8	1.14	1.21
13.9	1.15	1.24
14.0	1.17	1.26
14.1	1.20	1.28
14.2	1.22	1.30
14.3	1.25	1.31
14.4	1.28	1.31
14.5	1.30	1.31
14.6	1.33	1.31 
14.7	1.35	1.30
14.8	1.37	1.29
14.9	1.38	1.28
15.0	1.39	1.27
15.1	1.39	1.26
15.2	1.40	1.25
15.3	1.39	1.24
15.4	1.39	1.24
15.5	1.38	1.24
15.6	1.37	1.24
15.7	1.36	1.24
15.8	1.35	1.25
15.9	1.34	1.26
16.0	1.33	1.27
16.1	1.32	1.29
16.2	1.31	1.31
16.3	1.30	1.33
16.4	1.30	1.35
16.5	1.29	1.38
16.6	1.29	1.40
16.7	1.29	1.43
16.8	1.30	1.46
16.9	1.30	1.48
17.0	1.31	1.51
17.1	1.31	1.54
17.2	1.32	1.57
17.3	1.33	1.59
17.4	1.34	1.62
17.5	1.36	1.65
17.6	1.37	1.68
17.7	1.39	1.71
17.8	1.40	1.73
17.9	1.42	1.76
18.0	1.44	1.79
18.1	1.46	1.82
18.2	1.48	1.85
18.3	1.51	1.88
18.4	1.53	1.91
18.5	1.56	1.93
18.6	1.59	1.96
18.7	1.62	1.99
18.8	1.66	2.02
18.9	1.70	2.04
19.0	1.74	2.06
19.1	1.78	2.09
19.2	1.82	2.11
19.3	1.87	2.12
19.4	1.92	2.14
19.5	1.97	2.15
19.6	2.02	2.16
19.7	2.07	2.17
19.8	2.12	2.17
19.9	2.18	2.17
20.0	2.23	2.16
20.1	2.28	2.15
20.2	2.33	2.14
20.3	2.38	2.12
20.4	2.43	2.10
20.5	2.48	2.08
20.6	2.52	2.05
20.7	2.56	2.02
20.8	2.60	1.99
20.9	2.64	1.95
21.0	2.67	1.92
21.1	2.70	1.88
21.2	2.72	1.85
21.3	2.74	1.81
21.4	2.76	1.77
21.5	2.77	1.74
21.6	2.78	1.70
21.7	2.79	1.67
21.8	2.80	1.63
21.9	2.81	1.60
22.0	2.81	1.57
22.1	2.81	1.54
22.2	2.81	1.52
22.3	2.81	1.49
22.4	2.81	1.47
22.5	2.80	1.44
22.6	2.80	1.42
22.7	2.79	1.40
22.8	2.79	1.38
22.9	2.78	1.37
23.0	2.77	1.35
23.1	2.77	1.34
23.2	2.76	1.32
23.3	2.75	1.31
23.4	2.75	1.30
23.5	2.74	1.29
23.6	2.73	1.28
23.7	2.73	1.27
23.8	2.72	1.27
23.9	2.71	1.26
24.0	2.71	1.26
24.1	2.70	1.25
24.2	2.70	1.25
24.3	2.69	1.24
24.4	2.69	1.24
24.5	2.68	1.24
24.6	2.68	1.24
24.7	2.68	1.24
24.8	2.68	1.24
24.9	2.67	1.24
25.0	2.67	1.24
25.1	2.67	1.24
25.2	2.67	1.24
25.3	2.67	1.24
25.4	2.67	1.24
25.5	2.67	1.24
25.6	2.67	1.24
25.7	2.67	1.24
25.8	2.67	1.24
25.9	2.68	1.25
26.0	2.68	1.25
26.1	2.68	1.25
26.2	2.68	1.25
26.3	2.69	1.25
26.4	2.69	1.25
26.5	2.69	1.26
26.6	2.70	1.26
26.7	2.70	1.26
26.8	2.71	1.26
26.9	2.71	1.26
27.0	2.72	1.26
27.1	2.73	1.26
27.2	2.73	1.26
27.3	2.74	1.26
27.4	2.74	1.27
27.5	2.75	1.27
27.6	2.76	1.27
27.7	2.76	1.27
27.8	2.77	1.27
27.9	2.78	1.27
28.0	2.79	1.26
28.1	2.79	1.26
28.2	2.80	1.26
28.3	2.81	1.26
28.4	2.82	1.26
28.5	2.82	1.26
28.6	2.83	1.26
28.7	2.84	1.25
28.8	2.85	1.25
28.9	2.86	1.25
29.0	2.86	1.25
29.1	2.87	1.24
29.2	2.88	1.24
29.3	2.89	1.24
29.4	2.89	1.24
29.5	2.90	1.23
29.6	2.91	1.23
29.7	2.92	1.22
29.8	2.92	1.22
29.9	2.93	1.22
30.0	2.94	1.21
30.5	2.98	1.19
31.0	3.01	1.16
31.5	3.04	1.13
32.0	3.07	1.10
32.5	3.09	1.07
33.0	3.11	1.03
34.0	3.14	0.969
35.0	3.16	0.905
36.0	3.18	0.845
37.0	3.18	0.790
38.0	3.19	0.739
39.0	3.18	0.693
40.0	3.18	0.651
41.0	3.17	0.614
42.0	3.17	0.580
43.0	3.16	0.550
44.0	3.15	0.522
45.0	3.14	0.497
46.0	3.13	0.475
47.0	3.12	0.455
48.0	3.11	0.436
49.0	3.11	0.419
50.0	3.10	0.404
55.0	3.06	0.345
60.0	3.03	0.308
65.0	3.00	0.285
70.0	2.99	0.273
75.0	2.98	0.264
80.0	2.98	0.255
85.0	2.99	0.243
90.0	2.99	0.228
95.0	2.99	0.214
100	2.99	0.200
110	2.98	0.180
120	2.97	0.167
130	2.96	0.160
140	2.95	0.157
150	2.95	0.158
160	2.95	0.160
170	2.95	0.164
180	2.95	0.168
190	2.95	0.173
200	2.96	0.177
220	2.97	0.182
240	2.99	0.183
260	3.01	0.180
280	3.02	0.173
300	3.03	0.166
325	3.04	0.155
350	3.05	0.144
375	3.06	0.135
400	3.06	0.126
