0.0144928,0
0.0434783,3.35212e-07
0.0724638,9.98622e-07
0.101449,2.28427e-06
0.130435,4.72399e-06
0.15942,9.25753e-06
0.188406,1.75067e-05
0.217391,3.22049e-05
0.246377,5.78495e-05
0.275362,0.000101663
0.304348,0.000174961
0.333333,0.000295037
0.362319,0.000487656
0.391304,0.000790222
0.42029,0.00125562
0.449275,0.00195658
0.478261,0.00299042
0.507246,0.00448351
0.536232,0.00659505
0.565217,0.00951912
0.594203,0.0134842
0.623188,0.0187493
0.652174,0.0255951
0.681159,0.0343113
0.710145,0.0451782
0.73913,0.058445
0.768116,0.074305
0.797101,0.0928709
0.826087,0.114153
0.855072,0.138041
0.884058,0.164297
0.913043,0.192556
0.942029,0.222338
0.971014,0.253074
1,0.284134
1.02899,0.314869
1.05797,0.344652
1.08696,0.372911
1.11594,0.399167
1.14493,0.423055
1.17391,0.444336
1.2029,0.462902
1.23188,0.478762
1.26087,0.492029
1.28986,0.502896
1.31884,0.511612
1.34783,0.518458
1.37681,0.523723
1.4058,0.527688
1.43478,0.530612
1.46377,0.532724
1.49275,0.534217
1.52174,0.535251
1.55072,0.535952
1.57971,0.536417
1.6087,0.53672
1.63768,0.536912
1.66667,0.537032
1.69565,0.537106
1.72464,0.53715
1.75362,0.537175
1.78261,0.53719
1.81159,0.537198
1.84058,0.537203
1.86957,0.537205
1.89855,0.537206
1.92754,0.537207
1.95652,0.537207
1.98551,0.537208
