3.800000000000000044e-01 1.632917570943191343e+00 9.261825460645507313e-05
3.850000000000000089e-01 1.632904624100690150e+00 8.061743732724959983e-05
3.900000000000000133e-01 1.632892049444039095e+00 6.911752269406628852e-05
3.950000000000000178e-01 1.632880587041127152e+00 6.009317776325302649e-05
4.000000000000000222e-01 1.632869888330161112e+00 5.538907739014129356e-05
4.050000000000000266e-01 1.632859680612290143e+00 4.600161507700090347e-05
4.099999999999999756e-01 1.632849670627282146e+00 3.647760433045933558e-05
4.149999999999999800e-01 1.632840718040044825e+00 3.245342571554990502e-05
4.199999999999999845e-01 1.632831478431355787e+00 3.112974904602567835e-05
4.249999999999999889e-01 1.632823343676257144e+00 3.016561128284556644e-05
4.299999999999999933e-01 1.632815380094155389e+00 3.152108460714104138e-05
4.349999999999999978e-01 1.632808720196150754e+00 3.107754612773518511e-05
4.400000000000000022e-01 1.632801919709784277e+00 3.078892190914212266e-05
4.450000000000000067e-01 1.632796247498564224e+00 3.094323266763090790e-05
4.500000000000000111e-01 1.632790902707074610e+00 3.609402991899241073e-05
4.550000000000000155e-01 1.632785515837657631e+00 3.819212090463596274e-05
4.600000000000000200e-01 1.632780304772748048e+00 3.621390855845558235e-05
4.650000000000000244e-01 1.632774148308010265e+00 3.581016600875504616e-05
4.699999999999999734e-01 1.632769199842709851e+00 3.666434269733597645e-05
4.749999999999999778e-01 1.632763223375774508e+00 3.485157345973334899e-05
4.799999999999999822e-01 1.632758661186225035e+00 3.287396096333791766e-05
4.849999999999999867e-01 1.632753882058060046e+00 3.305646206894119108e-05
4.899999999999999911e-01 1.632749331235904711e+00 3.553306164995777619e-05
4.949999999999999956e-01 1.632744877876803224e+00 3.653768067160037515e-05
5.000000000000000000e-01 1.632740356425496087e+00 3.420464746684722637e-05
5.050000000000000044e-01 1.632735022378232870e+00 3.115156799666235222e-05
5.100000000000000089e-01 1.632729745658439091e+00 2.897250593551992242e-05
5.150000000000000133e-01 1.632723684110476414e+00 2.911574411928171747e-05
5.200000000000000178e-01 1.632717188164151123e+00 2.894596108853938530e-05
5.250000000000000222e-01 1.632710158263054323e+00 2.909743530821656265e-05
5.300000000000000266e-01 1.632702419321053533e+00 2.929701685657684827e-05
5.350000000000000311e-01 1.632693777856141004e+00 2.882117251675138018e-05
5.400000000000000355e-01 1.632684175865361853e+00 2.805991526696596713e-05
5.450000000000000400e-01 1.632674000680903514e+00 2.739744532966949828e-05
5.500000000000000444e-01 1.632664206726858636e+00 2.728757419829697066e-05
5.550000000000000488e-01 1.632652338294588334e+00 2.743877989122883081e-05
5.600000000000000533e-01 1.632640642888949056e+00 2.821020052335466118e-05
5.649999999999999467e-01 1.632627740344098966e+00 2.824788567259984068e-05
5.699999999999999512e-01 1.632614253928980963e+00 2.933230656329705247e-05
5.749999999999999556e-01 1.632599786320833246e+00 3.151166142069265400e-05
5.799999999999999600e-01 1.632585046377494908e+00 3.171811832156058112e-05
5.849999999999999645e-01 1.632570009764047425e+00 3.258236945449056115e-05
5.899999999999999689e-01 1.632553062440144753e+00 3.331365797399273189e-05
5.949999999999999734e-01 1.632536285452658165e+00 3.467760826254463492e-05
5.999999999999999778e-01 1.632519043365286082e+00 3.536045551300048828e-05
6.049999999999999822e-01 1.632499862710784289e+00 3.623830054087499077e-05
6.099999999999999867e-01 1.632481136531376054e+00 3.746102727454688489e-05
