3.0,3.0,1
3.0,4.0,1
3.0,5.0,1
3.0,6.0,1
3.0,7.0,1
3.0,8.0,1
3.0,9.0,1
3.0,10.0,1
3.0,11.0,1
3.0,12.0,1
3.0,13.0,1
3.0,14.0,1
3.0,15.0,1
3.5,3.0,1
3.5,4.0,1
3.5,5.0,1
3.5,6.0,1
3.5,7.0,1
3.5,8.0,1
3.5,9.0,1
3.5,10.0,1
3.5,11.0,1
3.5,12.0,1
3.5,13.0,1
3.5,14.0,1
3.5,15.0,1
4.0,3.0,1
4.0,4.0,1
4.0,5.0,1
4.0,6.0,1
4.0,7.0,1
4.0,8.0,1
4.0,9.0,1
4.0,10.0,1
4.0,11.0,1
4.0,12.0,1
4.0,13.0,1
4.0,14.0,1
4.0,15.0,1
4.5,3.0,1
4.5,4.0,1
4.5,5.0,1
4.5,6.0,1
4.5,7.0,1
4.5,8.0,1
4.5,9.0,1
4.5,10.0,1
4.5,11.0,1
4.5,12.0,1
4.5,13.0,1
4.5,14.0,1
4.5,15.0,1
5.0,3.0,1
5.0,4.0,1
5.0,5.0,1
5.0,6.0,1
5.0,7.0,1
5.0,8.0,1
5.0,9.0,1
5.0,10.0,1
5.0,11.0,1
5.0,12.0,1
5.0,13.0,1
5.0,14.0,1
5.0,15.0,1
5.5,3.0,1
5.5,4.0,1
5.5,5.0,1
5.5,6.0,1
5.5,7.0,1
5.5,8.0,1
5.5,9.0,1
5.5,10.0,1
5.5,11.0,1
5.5,12.0,1
5.5,13.0,1
5.5,14.0,1
5.5,15.0,1
6.0,3.0,1
6.0,4.0,1
6.0,5.0,1
6.0,6.0,1
6.0,7.0,1
6.0,8.0,1
6.0,9.0,1
6.0,10.0,1
6.0,11.0,1
6.0,12.0,1
6.0,13.0,1
6.0,14.0,1
6.0,15.0,1
6.5,3.0,1
6.5,4.0,1
6.5,5.0,1
6.5,6.0,1
6.5,7.0,1
6.5,8.0,1
6.5,9.0,1
6.5,10.0,1
6.5,11.0,1
6.5,12.0,1
6.5,13.0,1
6.5,14.0,1
6.5,15.0,1
7.0,3.0,1
7.0,4.0,1
7.0,5.0,1
7.0,6.0,1
7.0,7.0,1
7.0,8.0,1
7.0,9.0,1
7.0,10.0,1
7.0,11.0,1
7.0,12.0,1
7.0,13.0,1
7.0,14.0,1
7.0,15.0,1
7.5,3.0,1
7.5,4.0,1
7.5,5.0,1
7.5,6.0,1
7.5,7.0,1
7.5,8.0,1
7.5,9.0,1
7.5,10.0,1
7.5,11.0,1
7.5,12.0,1
7.5,13.0,1
7.5,14.0,1
7.5,15.0,1
8.0,3.0,1
8.0,4.0,1
8.0,5.0,1
8.0,6.0,1
8.0,7.0,1
8.0,8.0,1
8.0,9.0,1
8.0,10.0,1
8.0,11.0,1
8.0,12.0,1
8.0,13.0,1
8.0,14.0,1
8.0,15.0,1
